858541	35241044
858541	34526872
858541	34702103
858541	3414232
858541	3280053
858541	2759660
858541	2724964
93928	2759249
93928	2759504
93928	2988666
93928	1677731
93928	415521
93928	415527
93928	1677732
93928	1677729
93928	1677728
93928	1677730
45137	35630112
45137	2881007
45137	2758029
45137	2711547
45137	2522432
45137	2430308
45137	207218
45137	207219
45137	207221
45137	207222
45137	2603423
45137	207225
45137	207226
45137	207230
45137	207233
45137	207235
45137	207238
45137	207239
45137	207245
87461	2880864
87461	398556
862047	36031118
862047	36030076
862047	2732686
66549	35589019
66549	2774274
66549	35590016
66549	308308
66549	308312
66549	35590013
66549	1587434
66549	2356407
66549	1587436
44708	35745181
44708	35657454
44708	35105148
44708	35023395
44708	34588081
44708	3119296
44708	2401769
44708	2400332
44708	34448041
44708	1769995
44708	2590788
44708	1769997
44708	1769996
44708	2591350
44708	205196
858541	35241044
858541	34526872
858541	34702103
858541	3414232
858541	3280053
858541	2759660
858541	2724964
93928	2759249
93928	2759504
93928	2988666
93928	1677731
93928	415521
93928	415527
93928	1677732
93928	1677729
93928	1677728
93928	1677730
87461	2880864
87461	398556
862047	36031118
862047	36030076
862047	2732686
66549	35589019
66549	2774274
66549	35590016
66549	308308
66549	308312
66549	35590013
66549	1587434
66549	2356407
66549	1587436
196215	34732670
12006226	34928496
12006226	34521397
862100	2759183
862100	2732728
862100	35445670
58993	34746266
58993	2736183
58993	271630
58993	2589708
62604	289277
62604	289286
133444	35623036
133444	3184344
133444	1804269
688988	3144305
688988	2308859
12463239	35589527
129592	3028863
129592	2885294
129592	2707982
129592	1962281
129592	2585450
129592	2574274
129592	2561510
67192	3258005
67192	2906020
67192	2536066
67192	2463477
67192	312570
688768	3159249
688768	2883982
688768	3281017
688768	2602511
1021247	3104379
1021247	3103227
1021247	34738576
1021247	3103228
1021247	3103229
1021247	3041085
1021247	3103231
1021247	3103230
935085	2846089
1081496	36145076
1081496	34855200
1081496	34999081
1081496	34678818
1081496	3332001
1081496	3184084
1081496	3159800
12322040	35256060
827142	3011948
827142	2810975
1081702	34751169
1081702	34700091
1081702	3308239
1081702	3161316
1081702	3250215
12278313	35157493
897041	2761885
85053	3287341
85053	390746
85053	1831909
954389	2866407
124899	36278187
124899	34972065
124899	34850221
124899	34709487
124899	34696329
124899	35408273
124899	3022031
124899	3024031
124899	2866411
124899	3001166
93198	35903560
93198	35799047
93198	35573001
93198	35497877
93198	35460043
93198	2715267
93198	2672003
93198	1662024
93198	1662027
93198	1662025
93198	413084
93198	1662028
93198	2585474
93198	1662022
93198	413095
93198	1662029
93198	2580264
93198	1662023
93198	413100
93198	413109
93198	413116
990259	35422200
990259	35995382
990259	3154356
990259	2956136
990259	2778200
129018	35620862
129018	35594863
129018	3158075
129018	3158074
129018	35917856
129018	35883082
129018	35594997
129018	35594968
129018	35594999
129018	35594906
129018	35594899
1050853	35579319
1050853	34767511
1050853	34767514
1050853	34497173
1050853	34478281
1050853	3422490
1050853	35210219
1050853	3421443
1050853	3421445
1050853	3263447
1050853	3106180
1050853	3422491
85405	36439417
85405	34598631
85405	35406093
85405	35405189
85405	35405124
85405	1490017
85405	1490018
85405	2551158
85405	1490014
85405	1490021
85405	1490016
85405	1490015
85405	2583106
83394	34783148
83394	34477175
83394	34428044
83394	2631159
83394	2371645
83394	2640090
83394	2546996
53417	36528021
53417	36225235
53417	36224025
53417	35909787
53417	35908465
53417	35757140
53417	35688063
53417	35287389
53417	34908108
53417	34826085
53417	35610060
53417	3153395
53417	2548098
53417	245718
776229	36107031
776229	35544523
776229	35150710
776229	34869681
776229	34818062
776229	34809120
776229	34746320
776229	34569243
776229	3415517
776229	3270902
776229	3103562
776229	3415519
776229	3090204
776229	3064148
776229	3038528
776229	2896432
776229	2885613
776229	2853123
776229	3415521
776229	3109611
776229	3038894
776229	2745956
776229	3415523
776229	2504215
69047	35241338
69047	34532270
69047	2896237
69047	2894061
69047	2786646
69047	2643207
69047	34536478
69047	1587824
69047	1587825
72717	335548
72717	1681060
72717	1681062
40427	35413703
40427	2880468
40427	1965539
40427	1965540
40427	180611
40427	1965541
40427	1965544
40427	1965542
40427	2579496
40427	180618
40427	1965543
50917	36243092
50917	36243072
50917	2853146
50917	2848238
50917	2509335
50917	233236
50917	1576107
50917	1576109
50917	233248
50917	233255
50917	1576111
50917	1576108
50917	233270
50917	1576110
50917	233276
1156457	3316325
1181240	34738316
1181240	34678460
1181240	3403059
34228	145203
34228	145210
12440239	35544385
957010	2885501
1094270	34751818
1094270	34590314
1094270	3367262
1094270	3184408
155221	2043300
963100	2880683
963100	3292245
311781	35288348
311781	35256217
311781	34897924
311781	3377396
311781	2715377
12312256	35234444
83423	2430598
83423	1809020
44281	36103083
44281	3443913
44281	2905036
44281	2913558
44281	2674016
44281	2447039
44281	2500967
44281	2500972
44281	2571301
44281	2004476
44281	2004477
44281	2004493
44281	2610230
44281	202039
44281	202044
44281	2589961
44281	2004481
44281	2004483
44281	202056
44281	2004485
44281	2004486
44281	2004487
44281	2004489
44281	2004495
44281	2004491
44281	202078
44281	2592676
44281	202085
44281	2593382
44281	2004484
44281	2548494
44281	2543024
90768	1605144
90768	1605138
90768	1605168
90768	1605145
90768	2564686
90768	407552
792045	35234277
792045	35012476
792045	34984104
792045	34613118
792045	3292787
792045	3139710
792045	3029631
792045	3176091
792045	2916924
792045	2913700
792045	3094293
792045	3094284
792045	2792903
792045	2906006
792045	3094283
792045	2690204
792045	2678627
792045	2594445
792045	2682775
792045	3054342
792045	2847008
792045	3094279
792045	3094281
792045	2988151
792045	2902039
792045	3070427
792045	3275127
792045	34611107
792045	3173141
62642	289444
185007	35346174
62642	289447
62642	289449
62642	289451
62642	289454
185007	35157602
185007	35158540
185007	3038627
185007	3019947
185007	2846781
185007	2922319
185007	3428399
185007	2275003
185007	36382626
72640	335282
66393	306833
66393	1583530
66393	306838
66393	2575873
66393	1583529
66393	306841
66393	1583524
66393	1583525
66393	1583527
66393	1583528
66393	306852
66393	306862
1045123	36224021
1045123	35657070
1045123	35535104
1045123	35347079
1045123	35196810
1045123	35157131
1045123	35023284
1045123	35066500
1045123	34808106
1045123	34767073
1045123	34720510
1045123	34588717
1045123	3406843
1045123	3319518
1045123	3275311
1045123	3263234
1045123	3117024
1045123	3270837
1045123	3093052
1045123	3087270
1045123	3270838
1045123	3270841
1045123	3263782
1045123	3287530
1045123	3287489
1045123	3287487
1045123	3287469
1045123	3287478
1045123	3316139
1045123	3287458
1045123	3287528
1045123	3316136
1045123	3295708
36118	3417404
36118	34531821
36118	159565
36118	1705346
36118	159574
34243	2524933
34243	145254
34243	145257
34243	145260
34243	145271
34243	145266
34243	1835018
804317	34944947
804317	35658818
12274097	35138173
12274097	35138172
105887	2048152
105887	2048138
105887	2063497
105887	2063481
93558	2614537
93558	1838271
93558	1838267
93558	1838266
93558	1838264
93558	1838263
45582	208289
45582	1804473
45582	1804475
45582	208294
45582	208299
45582	1804476
45582	2546122
83288	382773
83288	1809016
99374	1681976
904063	2785068
66405	3280022
66405	2674043
66405	34552683
66405	2352123
66405	1591159
66405	307014
66405	1591157
66405	1591154
66405	307019
40478	36037673
40478	34590805
40478	34590810
40478	3426796
40478	3288161
40478	3162765
40478	3115318
40478	2756096
40478	2538067
40478	2734239
40478	2554395
40478	1608370
40478	3169099
40478	1608375
40478	1608372
40478	1608373
40478	3138129
40478	181266
40478	2547614
40478	34590811
40478	1608374
